width,height,majority_pct,density,alpha,beta,decay,vision,aversion,iteration,step_count,Avg_Maj_Grievance,Avg_Min_Grievance,Avg_Maj_Threshold,Overall_Violence_Level
80,80,0.7,0.7,0.05,0.013,0.8,10,0.2,0,50,0.0,0.0,0.779338651051692,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.2,1,50,0.0,0.0,0.782428719177013,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.5,0,50,0.0,0.0,0.7824686841481935,1.5625244144439756e-05
80,80,0.7,0.7,0.05,0.013,0.8,10,0.3,0,50,0.0,0.0,0.7846752836237204,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.5,1,50,0.0,0.0,0.7803676731564336,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.2,2,50,0.0,0.0,0.786487475028604,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.5,2,50,0.0,0.0,0.783393868892133,0.0
80,80,0.7,0.7,0.05,0.013,0.8,10,0.3,2,50,0.0,0.0,0.7857356725149746,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.0,0,50,0.0,0.0,0.7511656626833552,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.1,0,50,0.0,0.0,0.7489110591432243,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.0,2,50,0.0,0.0,0.7472863986143858,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.0,1,50,0.0,0.0,0.7519154923078993,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.1,1,50,0.0,0.0,0.7506908458436398,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.1,2,50,0.0,0.0,0.7530191334868448,1.5628174472939816e-05
80,80,0.7,0.7,0.05,0.01,0.6,1,0.2,0,50,0.0,0.0,0.750448989844783,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.2,1,50,0.0,0.0,0.7539599663685628,1.5648227838197324e-05
80,80,0.7,0.7,0.05,0.01,0.6,1,0.2,2,50,0.0,0.0,0.7506514392542257,0.0
80,80,0.7,0.7,0.05,0.01,0.6,1,0.3,0,50,0.0,0.0,0.7484031028256805,1.5636238546455264e-05
80,80,0.7,0.7,0.05,0.013,0.9,10,0.0,1,50,0.0,0.0,0.7800838861692768,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.1,0,50,0.0,0.0,0.7836806714850707,0.0
80,80,0.7,0.7,0.05,0.013,0.9,10,0.0,2,50,0.0,0.0,0.7791163860328622,0.0
